labels,text
1,mongol ace
1,#justice : @user s'attarde sur la relation chaotique entre pouvoirs judiciaire et politique… @url
1,@user @user @user nan c'est pas à cause de clarie c'est à cause de son sale arabe mdrr
0,@user @user un lion ne mange pas que de la viande meme si c...est l...essentiel pour lui. donc cal... @url
0,ptdrr qu'est ce qui raconte cet attarde encore ? il parle de mon quartier comme si c'etait l'anarchie j'pleure @url
1,@user mais si tu n'es ni de droite ni de gauche tu te situes certainement l'extreme droite . j'prefere etre gauchiste
1,comment je l'aime pas samoa joe dirait un mongol il insulte la famille à aj pffff let's go aj styles #catchnightab
1,@user @user commentaire de gauchiste l'économie américaine se porte mieux que jamais le taux de chom… @url
1,c'est du 1vs1 tu peux rien contre mon sale arabe !! @url
1,@user brefffffffffff je m'attarde plus psq vous aller rester sur votre point de vue et moi sur le mien donc au revoir
1,@user @user @user philippe est 1 gauchiste indignité anti qui louvoie selon le client
0,@user @user ouaip c'est dur comprendre dans le 16eme paris intramuros quand les seuls vac... @url
1,il une meuf de 30 ans qui vient de lâcher unsale arabe de merdeà un mec parce que il roulait trop vite à vélo… @url
1,Ça se passe en europe. danske bank 1ère banque danoise et plaque tournante de l'argent sale russe via l'estonie.… @url
0,je peux pas m'empecher de penser que c'est la meme mecanique qu'avec le faux compte gauchiste et provocateur @url
0,comment sortir du débat des « pour ou contre » l'avortement pour entrer dans un dialogue d'écoute d'amour et de co… @url
1,@user @user ptdrrr va voir le cortège liverpool des ultras du psg et dit moi le nombre de renois et de… @url
1,@user mais omg vrm trop conne toi relis phrase pcq t'as l'air un peu attardé sur les bords
1,@user et ds les campagnes ..ou macron met 72 migrants dans un village de 400 personnes...et ou vont aller l… @url
1,@user c pas toi qui disait qu'il faut etre attardé mental pour ecouter koba ?
1,@user votre pensee est saine et normale sonia nous sommes dans l'ideologie gauchiste mondialiste immigrationniste et suicidaire
1,les américains seront scotchés à leur tv ; l'enjeu est dc sociétal (le sexisme l'avortement) mais aussi politiq… @url
1,je m'attarde un moment sur mes sentiments naissants devant le #ciel gris du jour et je dis: c'est incroyable d'ê… @url
1,ohlalala jv taper avec la prépa comment ça jreçois une facture d'internat ? gros mongol tu vois pas que jsuis ja… @url
0,c'est qui ozil — un mongol qui m'invente une vie @url
1,phobie les rebeus qui veulent à tout prix que la france les accepte
1,@user regarde le dernier mongol que j'ai cité
0,@user @user oh mon dieu non pas le bloquage supreme @url
0,@user pourquoi contre les autistes? je trouve ça débile d'en faire une sorte de chose obligatoire mais… @url
1,migraction 59 en faveur des migrants de calais @url via @user
1,bon je suis à un mariage y'a un renois juste assis en face de moi avec lunette de soleil oklm à 21h48
1,@user cet attardé mental il même pas un diplôme. donnez son emploi à un chômeur.
1,@user lis le tweet que je rt espèce de mongol avant d'ouvrir ta vieille gueule
1,250 millions de réfugiés climatiques en 2050 la prochaine grande crise @url
0,@user @user donc qd traite quelqu'1 de sale arabe c pas normal mais qud un arabe traite qlq 1 de sale blanc c'est normal ?!
1,@user j'crois j'suis attardé ++ mais rassurée moi c'est pas vivant ça ? ont à tous déjà vue la pub à la télé… @url
1,@user @user @user face cell c'est un putain de boulet c'est indéniable ce mongol il fait p… @url
1,mais quel match de mongol!!! #imfc
1,@user @user @user Ça s'appelle l'islamisation !
1,ce président c'est le pire fils de pute de la terre mais tous les rebeus autour de moi étaient contents pcq il est… @url
1,une bonne partie du harcèlement scolaire viens des professeurs c'est un véritable exutoire pour certains pourquoi… @url
1,@user tin mais sont attardes les ching chong
1,putain jvien de comprendre la punch « mon middle tous ceux qu'ont douté » jsuis vraiment un attardé
1,pour comprendre le racisme anti noir structurel chez certains arabes: ouvrez le génocide voilé de @user . un… @url
0,vs vs rendez compt que la jrisk de sauter pcq jecrii com une mongol jui deg :((
0,découvrez solidarité des femmes burundaises au #burundi. l'association se bat contre les #violencessexuelles de… @url
1,que blacks que blancs rebeus
1,@user j'adore le «insérer bla bla gauchiste » ça m'a fait rire. et comme je déprime aujourd'hui
1,@user @user ca c est malade j en ai ri un esti de coup commentaire de mongol lol
1,mur anti-migrants au sahara : l'idée renversante de trump - le point @url
1,ce sont des migrants finlandais aveugle ! @url
1,tweet type du bobo gauchiste donneur de lecons vivant aux us ! n#priceless @url
1,@user @user @user @user gneugneugneu qatar pognon arabes barbus enturbanés qsg terroristes. change de disque
1,les renois même sous 40degres porte un kaway normal
1,@user ah ouais jsavais pas t'as vecu ça jte l'avais dit d'arrêter ce jeu sale mongol en plus la gow l'air archi fraiche
0,@user du coup pour l'attarde c'est celui qui émet un jugement ou celui qui juge sans avoir vu
1,déguisement pour chien mongol @url
1,bizarre y'a des rebeus chrétiens aussi @url
0,nagui pro charia qui peut pas s'empecher de placer sa touche d'islamo gauchiste pro migrants zappe direct cette em @url
1,@user sachant que toute la symbolique antisémite et complotiste est présente.
1,@user wallah frere y'a des renois ici si ils disent pas du mal des arabes ils dorment archi mal (hamdoulla… @url
1,@user et dit mongolien pas mongol tête de noeud
1,@user @user quel attardé
1,nous les noirs les rebeus veut tous les éradiq… @url
1,@user ptn j'en ai marre des rebeus
1,@user merde j'avais pas reconnus le pygmé... mais cet violence gratuite et spontané c'est bien lui
1,@user zalut tu n'aime pas les juif ? pourquoi voyon ? sale raciste
0,@user pour moi l'insignifiance ne mérite pas qu'on s'y attarde!!
1,ce sont plutot les collabos gauchiste qui avaient tourne les yeux de leurs pauvres congeneres causes d'eux des mi @url
1,Ça fait plaisir de voir que ça agit vite et bien envers ce genre de gros mongol @url
1,les renois qui mettent des lunettes de soleil h46788 compris vous êtes moches
1,l'ouganda « envisage » d'accueillir des migrants africains en situation irrégulière en israël -… @url
1,il vraiment une voix de mongol ça fume @url
1,@user sans oublier que pour eux les asiatiques sont tous sur le modèle chinois coréen japonais mongol ou… @url
1,tripper le mongol
1,@user bah des renois
1,@user @user @user les bobo attardé sont justement ceux qui disent que bigflo et oli sont les meilleur ra… @url
1,les waves des renois phobie ça m'angoisse
0,« moi je suis un africain je vais te pliÉ » @url
1,À genève hein.. tu crois qu'on est aussi debile que toi ici pauvre attardé que t'es. va falloir aller ramasser la s… @url
1,@user oh parcontre tu detend toi pauvre mongol geuler comme un hysterique quand pas content de l'arbitrage
1,@user c'est qui cet attardé
0,par contre c'est ca j'aime pas ils l'envoie en inde se faire avorter mais frère avortement ausis c'est haram ta peu… @url
0,@user oh je sens autant démunie que toi. colères cris violence refus de grandir (sur tellement de poin… @url
1,@user jv t'arracher les yeux des orbites tu parles trop mal sale arabe
0,@user @user une insulte appelle cela une insulte. dans sale blanc sale arabe sale noir… @url
1,@user @user daniel cohn ben sano et un judeo-gauchiste anti-clerical sodomite normal qu'il soit cont... @url
1,pq elza — parce que dimitri le mongol il m'a appelé comme ça hier parce que il croyait que c'était mon prénom @url
0,mon objectif c de mettre les rebeus à la mode au japon. et je réussi plutôt bien lol
1,les uber rebeus que dieu vous protège. vous faites tout pour que ke client soit à l'heure. j'peux avoir un retard d… @url
1,Ça fait 5 ans que je suis dans cette fausse à purin remplie de sjw mal baiser de bobo gauchiste ethno-masochiste d'… @url
0,quand en plus la violence sociale (perte… @url
0,@user @user @user ecoute moi j'ai obtenu le titre très prisé de bobo islamo gauchiste donc bon
1,javai envi dle frapper ce mek vrmnt 1 mongol
1,en france est-ce que les noirs et/ou arabes sont interdits de :
1,@user @user l'ideologie gauchiste provoque des troubles graves. du mur des cons aux ecrits de joffrin en peut plus
1,pck c un gros mongol veu juste dire qu'il connait wire @url
1,stop les rebeus en training de foot la queue de cheval la teinture d'où venez vous bordel.
1,elle propose des informations sur l'avortement médicamenteux : le type de molécules et le dosage à utiliser la pro… @url
1,les renois aussi c'est finis pour moi
0,j'suis pas un gauchiste mais la il 100% raison. c'est inadmissible @user les poissons ont besoin de plus @url
1,putain je lis enfin l'arabe du futur du riad sattouf et je comprends pk tous les blancs autour de moi vénèrent ce b… @url
1,@user tu sais même pas de quoi je parle mongol
0,@user @user @user @user il des espece qui ce retrouve pas dans la nature et sans... @url
1,@user @user ftg toi t'es le plus beau des rebeus meme arpuf il est pas de taille
1,si la tuerie #complotiste et #antisémite de #pittsburgh frappe aujourd'hui les #usa n'oublions pas que cette idéol… @url
1,@user @user lui aussi c...est un gros connard d...ultra gauchiste
1,@user ferme ta grande gueule une deuxième fois si tu voulais parler à ta sale arabe de copine fallait la mentionner elle et pas moi.
1,@user en meme temps en 1 h de cours l'arabe c'est appris ! wesh wallah nick ta mère la pute sale franssé mo… @url
1,@user ces toi qu'à inventé la langue arabe sale pute ?
1,@user moi j'appelle cela une vague déferlantes 2 migrants clandestins !
0,@user @user @user @user y'a pas plus détestée que vs dans le mondel islam la religion du terroris… @url
1,les renois qui font les gars de la cité et qui courent comme mbappé dés que un chien vous connait #cesoirtribunal
1,@user et en plus l'article des inrocks pue tant il suinte la subjectivité gauchiste et la mauvaise foi. ils… @url
1,@user oui d'autant plus que zemour est à la fois d'origine juive et arabe. ce type renie sa famille et s… @url
1,rt @user cette poule m'a insulte de sale gauchiste @url
1,@user j'suis en pls en plus je matche en majorité avec des renois alors qu'ils m'ont jamais cala ne perdon… @url
1,les maires de loire-atlantique sollicités pour accueillir des réfugiés @url
1,@user qu...est-ce que t...entends reellement par gauchiste ?
1,vraiment un sale arabe lacrim @url
0,@user faut arreter mlp c'est qu'une gauchiste !
0,@user la violence ne peut pas être la norme. la force nécessaire l'est quand les interventions la requièr… @url
0,france :jeudi prochain à la librairie résistances : « les naufragés. l'odyssée des migrants africains etienne du… @url
1,@user jsuis grave mort avec les rires du renois là ça décrédibilise x10 la vidéo
1,@user espèce de sale arabe
1,@user je pleure j'étais vraiment atteint du grave maladie pour être autant attardé c'est pas possible
1,@user tu é mongol ?
1,avec les gens qui partagent les mêmes valeurs! qui ne veulent pas de l'islamisation de la france ni de l'invasion des migrants @url
